2.00 41.00 21.50
42.00 81.00 61.50
82.00 121.00 101.50
122.00 161.00 141.50
162.00 201.00 181.50
202.00 241.00 221.50
242.00 281.00 261.50
282.00 321.00 301.50
322.00 361.00 341.50
362.00 401.00 381.50
402.00 441.00 421.50
442.00 481.00 461.50
482.00 521.00 501.50
522.00 561.00 541.50
562.00 601.00 581.50
602.00 641.00 621.50
642.00 681.00 661.50
682.00 721.00 701.50
722.00 761.00 741.50
762.00 801.00 781.50
802.00 841.00 821.50
842.00 881.00 861.50
882.00 921.00 901.50
922.00 961.00 941.50
962.00 1001.00 981.50
1002.00 1041.00 1021.50
1042.00 1081.00 1061.50
1082.00 1121.00 1101.50
1122.00 1161.00 1141.50
1162.00 1201.00 1181.50
1202.00 1241.00 1221.50
1242.00 1281.00 1261.50
1282.00 1321.00 1301.50
1322.00 1361.00 1341.50
1362.00 1401.00 1381.50
1402.00 1441.00 1421.50
1442.00 1481.00 1461.50
1482.00 1521.00 1501.50
1522.00 1561.00 1541.50
1562.00 1601.00 1581.50
1602.00 1641.00 1621.50
1642.00 1681.00 1661.50
1682.00 1721.00 1701.50
1722.00 1761.00 1741.50
1762.00 1801.00 1781.50
1802.00 1841.00 1821.50
1842.00 1881.00 1861.50
1882.00 1921.00 1901.50
1922.00 1961.00 1941.50
1962.00 2001.00 1981.50
2002.00 2041.00 2021.50
2042.00 2081.00 2061.50
2082.00 2121.00 2101.50
2122.00 2161.00 2141.50
2162.00 2201.00 2181.50
2202.00 2241.00 2221.50
2242.00 2281.00 2261.50
2282.00 2321.00 2301.50
2322.00 2361.00 2341.50
2362.00 2401.00 2381.50
2402.00 2441.00 2421.50
2442.00 2481.00 2461.50
2482.00 2521.00 2501.50
2522.00 2561.00 2541.50
2562.00 2601.00 2581.50
2602.00 2641.00 2621.50
2642.00 2681.00 2661.50
2682.00 2721.00 2701.50
2722.00 2761.00 2741.50
2762.00 2801.00 2781.50
2802.00 2841.00 2821.50
2842.00 2881.00 2861.50
2882.00 2921.00 2901.50
2922.00 2961.00 2941.50
2962.00 3001.00 2981.50
3002.00 3041.00 3021.50
3042.00 3081.00 3061.50
3082.00 3121.00 3101.50
3122.00 3161.00 3141.50
3162.00 3201.00 3181.50
3202.00 3241.00 3221.50
3242.00 3281.00 3261.50
3282.00 3321.00 3301.50
3322.00 3361.00 3341.50
3362.00 3401.00 3381.50
3402.00 3441.00 3421.50
3442.00 3481.00 3461.50
3482.00 3521.00 3501.50
3522.00 3561.00 3541.50
3562.00 3601.00 3581.50
3602.00 3641.00 3621.50
3642.00 3681.00 3661.50
3682.00 3721.00 3701.50
3722.00 3761.00 3741.50
3762.00 3801.00 3781.50
3802.00 3841.00 3821.50
3842.00 3881.00 3861.50
3882.00 3921.00 3901.50
3922.00 3961.00 3941.50
3962.00 4001.00 3981.50
4002.00 4041.00 4021.50
4042.00 4081.00 4061.50
4082.00 4121.00 4101.50
4122.00 4161.00 4141.50
4162.00 4201.00 4181.50
4202.00 4241.00 4221.50
4242.00 4281.00 4261.50
4282.00 4321.00 4301.50
4322.00 4361.00 4341.50
4362.00 4401.00 4381.50
4402.00 4441.00 4421.50
4442.00 4481.00 4461.50
4482.00 4521.00 4501.50
4522.00 4561.00 4541.50
4562.00 4601.00 4581.50
4602.00 4641.00 4621.50
4642.00 4681.00 4661.50
4682.00 4721.00 4701.50
4722.00 4761.00 4741.50
4762.00 4801.00 4781.50
4802.00 4841.00 4821.50
4842.00 4881.00 4861.50
4882.00 4921.00 4901.50
4922.00 4961.00 4941.50
4962.00 5001.00 4981.50
5002.00 5041.00 5021.50
5042.00 5081.00 5061.50
5082.00 5121.00 5101.50
5122.00 5161.00 5141.50
5162.00 5201.00 5181.50
5202.00 5241.00 5221.50
5242.00 5281.00 5261.50
5282.00 5321.00 5301.50
5322.00 5361.00 5341.50
5362.00 5401.00 5381.50
5402.00 5441.00 5421.50
5442.00 5481.00 5461.50
5482.00 5521.00 5501.50
5522.00 5561.00 5541.50
5562.00 5601.00 5581.50
5602.00 5641.00 5621.50
5642.00 5681.00 5661.50
5682.00 5721.00 5701.50
5722.00 5761.00 5741.50
5762.00 5801.00 5781.50
5802.00 5841.00 5821.50
5842.00 5881.00 5861.50
5882.00 5921.00 5901.50
5922.00 5961.00 5941.50
5962.00 6001.00 5981.50
6002.00 6041.00 6021.50
6042.00 6081.00 6061.50
6082.00 6121.00 6101.50
6122.00 6161.00 6141.50
6162.00 6201.00 6181.50
6202.00 6241.00 6221.50
6242.00 6281.00 6261.50
6282.00 6321.00 6301.50
6322.00 6361.00 6341.50
6362.00 6401.00 6381.50
6402.00 6441.00 6421.50
6442.00 6481.00 6461.50
6482.00 6521.00 6501.50
6522.00 6561.00 6541.50
6562.00 6601.00 6581.50
6602.00 6641.00 6621.50
6642.00 6681.00 6661.50
6682.00 6721.00 6701.50
6722.00 6761.00 6741.50
6762.00 6801.00 6781.50
6802.00 6841.00 6821.50
6842.00 6881.00 6861.50
6882.00 6921.00 6901.50
6922.00 6961.00 6941.50
6962.00 7001.00 6981.50
7002.00 7041.00 7021.50
7042.00 7081.00 7061.50
7082.00 7121.00 7101.50
7122.00 7161.00 7141.50
7162.00 7201.00 7181.50
7202.00 7241.00 7221.50
7242.00 7281.00 7261.50
7282.00 7321.00 7301.50
7322.00 7361.00 7341.50
7362.00 7401.00 7381.50
7402.00 7441.00 7421.50
7442.00 7481.00 7461.50
7482.00 7521.00 7501.50
7522.00 7561.00 7541.50
7562.00 7601.00 7581.50
7602.00 7641.00 7621.50
7642.00 7681.00 7661.50
7682.00 7721.00 7701.50
7722.00 7761.00 7741.50
7762.00 7801.00 7781.50
7802.00 7841.00 7821.50
7842.00 7881.00 7861.50
7882.00 7921.00 7901.50
7922.00 7961.00 7941.50
7962.00 8001.00 7981.50
8002.00 8041.00 8021.50
8042.00 8081.00 8061.50
8082.00 8121.00 8101.50
8122.00 8161.00 8141.50
8162.00 8201.00 8181.50
8202.00 8241.00 8221.50
8242.00 8281.00 8261.50
8282.00 8321.00 8301.50
8322.00 8361.00 8341.50
8362.00 8401.00 8381.50
8402.00 8441.00 8421.50
8442.00 8481.00 8461.50
8482.00 8521.00 8501.50
8522.00 8561.00 8541.50
8562.00 8601.00 8581.50
8602.00 8641.00 8621.50
8642.00 8681.00 8661.50
8682.00 8721.00 8701.50
8722.00 8761.00 8741.50
8762.00 8801.00 8781.50
8802.00 8841.00 8821.50
8842.00 8881.00 8861.50
8882.00 8921.00 8901.50
8922.00 8961.00 8941.50
8962.00 9001.00 8981.50
9002.00 9041.00 9021.50
9042.00 9081.00 9061.50
9082.00 9121.00 9101.50
9122.00 9161.00 9141.50
9162.00 9201.00 9181.50
9202.00 9241.00 9221.50
9242.00 9281.00 9261.50
9282.00 9321.00 9301.50
9322.00 9361.00 9341.50
9362.00 9401.00 9381.50
9402.00 9441.00 9421.50
9442.00 9481.00 9461.50
